,action_type,combined_shot_type,game_event_id,lat,lon,minutes_remaining,period,playoffs,season,seconds_remaining,shot_distance,shot_made_flag,shot_type,shot_zone_area,shot_zone_basic,shot_zone_range,game_date,matchup,opponent,shot_id,attendance,arena_temp,avgnoisedb
133,Jump Shot,Jump Shot,50,33.9073,-118.0628,5,1,0,2000-01,15,24,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1/19/2001,Home,HOU,855,15279,67,96.47
134,Driving Layup Shot,Layup,84,34.0443,-118.2698,1,1,0,2000-01,30,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1/19/2001,Home,HOU,859,15279,67,96.47
135,Jump Shot,Jump Shot,136,33.8633,-118.0898,8,2,0,2000-01,0,25,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1/19/2001,Home,HOU,862,15279,67,96.47
136,Jump Shot,Jump Shot,291,33.8523,-118.4338,5,3,0,2000-01,55,25,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1/19/2001,Home,HOU,870,15279,67,96.47
137,Jump Shot,Jump Shot,18,33.9933,-118.1168,8,1,0,2000-01,54,16,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1/21/2001,Home,MIA,876,14745,67,95.91
138,Jump Shot,Jump Shot,73,33.9283,-118.4338,0,1,0,2000-01,34,20,0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1/21/2001,Home,MIA,880,14745,67,95.91
139,Slam Dunk Shot,Dunk,164,34.0443,-118.2698,3,2,0,2000-01,47,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1/21/2001,Home,MIA,886,14745,67,95.91
140,Running Jump Shot,Jump Shot,249,33.8793,-118.3768,9,3,0,2000-01,57,19,1,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1/21/2001,Home,MIA,889,14745,67,95.91
141,Layup Shot,Layup,276,34.0443,-118.2698,7,3,0,2000-01,45,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1/21/2001,Home,MIA,891,14745,67,95.91
142,Slam Dunk Shot,Dunk,393,34.0443,-118.2698,8,4,0,2000-01,38,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1/21/2001,Home,MIA,897,14745,67,95.91
143,Jump Shot,Jump Shot,4,33.8013,-118.3448,11,1,0,2000-01,29,25,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1/23/2001,Away,SEA,902,15263,72,96.72
144,Jump Shot,Jump Shot,16,33.9813,-118.2738,9,1,0,2000-01,19,6,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1/23/2001,Away,SEA,903,15263,72,96.72
145,Jump Shot,Jump Shot,108,33.7993,-118.1848,0,1,0,2000-01,16,25,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1/23/2001,Away,SEA,908,15263,72,96.72
146,Jump Shot,Jump Shot,118,33.8713,-118.3388,11,2,0,2000-01,1,18,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1/23/2001,Away,SEA,909,15263,72,96.72
147,Jump Shot,Jump Shot,459,33.7933,-118.2688,4,4,0,2000-01,9,25,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1/23/2001,Away,SEA,920,15263,72,96.72
148,Jump Shot,Jump Shot,53,33.9173,-118.1318,5,1,0,2000-01,24,18,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1/26/2001,Home,NJN,922,15658,73,93.29
149,Turnaround Jump Shot,Jump Shot,66,34.0043,-118.1108,3,1,0,2000-01,54,16,1,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1/26/2001,Home,NJN,924,15658,73,93.29
150,Jump Shot,Jump Shot,201,33.7973,-118.3068,2,2,0,2000-01,26,24,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1/26/2001,Home,NJN,932,15658,73,93.29
151,Jump Shot,Jump Shot,249,33.7913,-118.1888,10,3,0,2000-01,37,26,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1/26/2001,Home,NJN,934,15658,73,93.29
152,Jump Shot,Jump Shot,389,33.8253,-118.1318,7,4,0,2000-01,1,25,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1/26/2001,Home,NJN,937,15658,73,93.29
153,Jump Shot,Jump Shot,6,33.9893,-118.1428,11,1,0,2000-01,23,13,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1/28/2001,Away,NYK,941,14695,70,89.7
154,Jump Shot,Jump Shot,33,34.0163,-118.1128,6,1,0,2000-01,4,15,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1/28/2001,Away,NYK,943,14695,70,89.7
155,Jump Shot,Jump Shot,165,33.9113,-118.4018,3,2,0,2000-01,50,18,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1/28/2001,Away,NYK,950,14695,70,89.7
156,Jump Shot,Jump Shot,212,33.9723,-118.1068,11,3,0,2000-01,44,17,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1/28/2001,Away,NYK,952,14695,70,89.7
157,Alley Oop Dunk Shot,Dunk,219,34.0443,-118.2698,10,3,0,2000-01,30,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1/28/2001,Away,NYK,954,14695,70,89.7
158,Jump Shot,Jump Shot,413,33.9553,-118.4378,2,4,0,2000-01,38,19,0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1/28/2001,Away,NYK,963,14695,70,89.7
159,Jump Shot,Jump Shot,110,34.0523,-118.1028,1,1,0,2000-01,34,16,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1/30/2001,Away,CLE,975,16184,69,97.82
160,Jump Shot,Jump Shot,222,33.8563,-118.3258,3,2,0,2000-01,57,19,1,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1/30/2001,Away,CLE,979,16184,69,97.82
161,Jump Shot,Jump Shot,259,33.9173,-118.2058,1,2,0,2000-01,20,14,0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1/30/2001,Away,CLE,981,16184,69,97.82
162,Jump Shot,Jump Shot,270,34.0443,-118.0388,0,2,0,2000-01,0,23,0,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,1/30/2001,Away,CLE,983,16184,69,97.82
163,Layup Shot,Layup,285,34.0443,-118.2628,10,3,0,2000-01,49,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1/30/2001,Away,CLE,985,16184,69,97.82
164,Layup Shot,Layup,417,34.0373,-118.2628,8,4,0,2000-01,36,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1/30/2001,Away,CLE,989,16184,69,97.82
165,Jump Shot,Jump Shot,39,33.8673,-118.1808,6,1,0,2000-01,22,19,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1/31/2001,Away,MIN,995,14032,70,95.37
166,Layup Shot,Layup,92,34.0443,-118.2698,1,1,0,2000-01,29,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1/31/2001,Away,MIN,998,14032,70,95.37
167,Jump Shot,Jump Shot,368,34.0103,-118.2308,8,4,0,2000-01,24,5,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1/31/2001,Away,MIN,1008,14032,70,95.37
168,Running Layup Shot,Layup,93,34.0443,-118.2698,0,1,0,2000-01,21,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2/2/2001,Home,CHA,1019,14349,70,92.27
169,Jump Shot,Jump Shot,191,33.9003,-118.0978,2,2,0,2000-01,41,22,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,2/2/2001,Home,CHA,1023,14349,70,92.27
170,Jump Shot,Jump Shot,223,33.9383,-118.1168,0,2,0,2000-01,33,18,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,2/2/2001,Home,CHA,1026,14349,70,92.27
171,Turnaround Jump Shot,Jump Shot,273,34.0313,-118.1258,7,3,0,2000-01,33,14,1,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,2/2/2001,Home,CHA,1029,14349,70,92.27
172,Running Jump Shot,Jump Shot,346,33.9243,-118.1528,0,3,0,2000-01,24,16,1,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,2/2/2001,Home,CHA,1034,14349,70,92.27
173,Turnaround Jump Shot,Jump Shot,409,34.0103,-118.3138,5,4,0,2000-01,16,5,1,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,2/2/2001,Home,CHA,1036,14349,70,92.27
174,Jump Shot,Jump Shot,426,33.9343,-118.4128,2,4,0,2000-01,27,18,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,2/2/2001,Home,CHA,1038,14349,70,92.27
175,Turnaround Jump Shot,Jump Shot,432,33.9933,-118.1048,1,4,0,2000-01,27,17,1,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,2/2/2001,Home,CHA,1039,14349,70,92.27
176,Tip Shot,Tip Shot,183,34.0443,-118.2698,4,2,0,2000-01,13,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2/4/2001,Home,SAC,1051,14200,68,93.2
177,Jump Shot,Jump Shot,188,34.0593,-118.3958,3,2,0,2000-01,40,12,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,2/4/2001,Home,SAC,1052,14200,68,93.2
178,Jump Shot,Jump Shot,439,33.9363,-118.1758,3,4,0,2000-01,30,14,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,2/4/2001,Home,SAC,1066,14200,68,93.2
179,Jump Shot,Jump Shot,444,33.9833,-118.2878,2,4,0,2000-01,8,6,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,2/7/2001,Home,PHX,1087,13302,68,92.32
180,Jump Shot,Jump Shot,479,33.9193,-118.1548,0,4,0,2000-01,2,16,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,2/7/2001,Home,PHX,1092,13302,68,92.32
181,Running Jump Shot,Jump Shot,15,33.8673,-118.2818,9,1,0,2000-01,33,17,1,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,2/13/2001,Away,NJN,1094,14861,70,94.95
182,Jump Shot,Jump Shot,120,33.8773,-118.1758,10,2,0,2000-01,25,19,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,2/13/2001,Away,NJN,1098,14861,70,94.95
183,Jump Shot,Jump Shot,187,33.7873,-118.2688,3,2,0,2000-01,21,25,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,2/13/2001,Away,NJN,1099,14861,70,94.95
184,Jump Shot,Jump Shot,268,33.8543,-118.0898,8,3,0,2000-01,11,26,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,2/13/2001,Away,NJN,1102,14861,70,94.95
185,Jump Shot,Jump Shot,45,34.0293,-118.0788,6,1,0,2000-01,52,19,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,2/14/2001,Away,PHI,1118,14293,72,92.28
186,Jump Shot,Jump Shot,16,34.0083,-118.2058,9,1,0,2000-01,55,7,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,2/16/2001,Away,CHA,1131,14468,72,93.95
187,Driving Layup Shot,Layup,61,34.0443,-118.2698,5,1,0,2000-01,26,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2/16/2001,Away,CHA,1133,14468,72,93.95
188,Alley Oop Dunk Shot,Dunk,120,34.0443,-118.2698,0,1,0,2000-01,46,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2/16/2001,Away,CHA,1135,14468,72,93.95
189,Layup Shot,Layup,247,34.0443,-118.2698,2,2,0,2000-01,14,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2/16/2001,Away,CHA,1138,14468,72,93.95
190,Dunk Shot,Dunk,254,34.0443,-118.2698,1,2,0,2000-01,46,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2/16/2001,Away,CHA,1139,14468,72,93.95
191,Jump Shot,Jump Shot,355,33.8923,-118.0688,5,3,0,2000-01,55,25,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,2/16/2001,Away,CHA,1142,14468,72,93.95
192,Layup Shot,Layup,88,34.0293,-118.2968,2,1,0,2000-01,1,3,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2/18/2001,Away,IND,1151,16119,71,98.46
193,Jump Shot,Jump Shot,121,33.9153,-118.4168,11,2,0,2000-01,18,19,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,2/18/2001,Away,IND,1152,16119,71,98.46
194,Driving Layup Shot,Layup,238,34.0103,-118.2818,0,2,0,2000-01,44,3,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2/18/2001,Away,IND,1155,16119,71,98.46
195,Jump Shot,Jump Shot,354,33.8463,-118.3118,0,3,0,2000-01,33,20,0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,2/18/2001,Away,IND,1165,16119,71,98.46
196,Driving Dunk Shot,Dunk,378,34.0233,-118.2688,11,4,0,2000-01,6,2,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2/18/2001,Away,IND,1167,16119,71,98.46
197,Layup Shot,Layup,446,34.0163,-118.2738,3,4,0,2000-01,44,2,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2/18/2001,Away,IND,1172,16119,71,98.46
198,Running Jump Shot,Jump Shot,474,34.0103,-118.2738,0,4,0,2000-01,36,3,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2/18/2001,Away,IND,1174,16119,71,98.46
199,Layup Shot,Layup,164,34.0443,-118.2698,5,2,0,2000-01,20,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2/20/2001,Away,DAL,1180,14172,69,93.89
200,Jump Shot,Jump Shot,170,33.9263,-118.1028,4,2,0,2000-01,4,20,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,2/28/2001,Away,DEN,1200,14733,72,96.57
201,Jump Shot,Jump Shot,196,33.9593,-118.1028,1,2,0,2000-01,38,18,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,2/28/2001,Away,DEN,1202,14733,72,96.57
202,Turnaround Jump Shot,Jump Shot,213,34.0423,-118.1528,11,3,0,2000-01,22,11,1,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,3/3/2001,Away,VAN,1227,14115,68,91.53
203,Reverse Layup Shot,Layup,239,34.0313,-118.2648,7,3,0,2000-01,52,1,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,3/3/2001,Away,VAN,1228,14115,68,91.53
204,Jump Shot,Jump Shot,262,33.9323,-118.3848,4,3,0,2000-01,25,16,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,3/3/2001,Away,VAN,1229,14115,68,91.53
205,Layup Shot,Layup,26,34.0443,-118.2698,9,1,0,2000-01,38,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,3/4/2001,Home,GSW,1237,14892,70,92.28
206,Jump Shot,Jump Shot,115,33.9193,-118.1908,1,1,0,2000-01,4,14,0,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.,3/4/2001,Home,GSW,1241,14892,70,92.28
207,Jump Shot,Jump Shot,106,33.9783,-118.3808,1,1,0,2000-01,24,12,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,3/6/2001,Away,GSW,1256,15238,64,95.83
208,Jump Shot,Jump Shot,254,33.8813,-118.1548,9,3,0,2000-01,58,19,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,3/7/2001,Home,TOR,1279,14402,70,92.43
209,Layup Shot,Layup,344,34.0443,-118.2698,0,3,0,2000-01,2,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,3/7/2001,Home,TOR,1293,14402,70,92.43
210,Jump Shot,Jump Shot,377,33.9363,-118.3958,9,4,0,2000-01,24,16,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,3/7/2001,Home,TOR,1295,14402,70,92.43
211,Driving Layup Shot,Layup,287,34.0443,-118.2698,6,3,0,2000-01,20,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,3/9/2001,Home,SAS,1319,13883,72,89.01
212,Jump Shot,Jump Shot,303,33.8583,-118.2558,5,3,0,2000-01,18,18,0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,3/9/2001,Home,SAS,1320,13883,72,89.01
213,Running Jump Shot,Jump Shot,308,33.9663,-118.2758,4,3,0,2000-01,42,7,1,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,3/9/2001,Home,SAS,1321,13883,72,89.01
214,Turnaround Jump Shot,Jump Shot,358,33.9763,-118.2478,0,3,0,2000-01,27,7,1,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,3/9/2001,Home,SAS,1322,13883,72,89.01
215,Jump Shot,Jump Shot,525,33.7873,-118.2208,0,5,0,2000-01,3,26,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,3/9/2001,Home,SAS,1334,13883,72,89.01
216,Alley Oop Layup shot,Layup,404,34.0443,-118.2698,7,4,0,2000-01,57,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,3/15/2001,Away,DET,1351,14979,65,93.07
217,Jump Shot,Jump Shot,303,34.0843,-118.1238,4,3,0,2000-01,21,15,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,3/16/2001,Away,WAS,1373,15631,73,94.16
218,Jump Shot,Jump Shot,321,34.0503,-118.4358,1,3,0,2000-01,57,16,0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,3/16/2001,Away,WAS,1375,15631,73,94.16
219,Layup Shot,Layup,352,34.0353,-118.2588,10,4,0,2000-01,44,1,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,3/16/2001,Away,WAS,1380,15631,73,94.16
220,Running Jump Shot,Jump Shot,34,33.9513,-118.2858,7,1,0,2000-01,11,9,1,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,3/18/2001,Away,ORL,1382,15703,68,93.53
221,Tip Shot,Tip Shot,173,34.0443,-118.2698,5,2,0,2000-01,57,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,3/18/2001,Away,ORL,1385,15703,68,93.53
222,Jump Shot,Jump Shot,51,33.9223,-118.3198,4,1,0,2000-01,42,13,0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,3/19/2001,Away,ATL,1399,16253,69,95.73
223,Alley Oop Dunk Shot,Dunk,124,34.0443,-118.2698,8,2,0,2000-01,5,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,3/19/2001,Away,ATL,1403,16253,69,95.73
224,Jump Shot,Jump Shot,235,34.0633,-118.3708,10,3,0,2000-01,18,10,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,3/21/2001,Away,MIL,1428,14835,74,91.04
225,Jump Shot,Jump Shot,438,33.8163,-118.3848,3,4,0,2000-01,0,25,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,3/21/2001,Away,MIL,1434,14835,74,91.04
226,Alley Oop Dunk Shot,Dunk,80,34.0443,-118.2698,3,1,0,2000-01,26,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,4/10/2001,Home,PHX,1444,15859,69,96.81
227,Jump Shot,Jump Shot,302,34.0163,-118.0438,5,3,0,2000-01,48,22,0,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,4/10/2001,Home,PHX,1448,15859,69,96.81
228,Running Jump Shot,Jump Shot,272,33.8523,-118.3178,6,3,0,2000-01,54,19,1,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,4/12/2001,Home,MIN,1466,14632,70,93.26
229,Jump Shot,Jump Shot,391,33.8583,-118.2208,7,4,0,2000-01,48,19,0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,4/12/2001,Home,MIN,1476,14632,70,93.26
230,Jump Shot,Jump Shot,129,33.9323,-118.1148,10,2,0,2000-01,47,19,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,4/15/2001,Home,POR,1478,16642,72,94.92
231,Jump Shot,Jump Shot,261,34.0213,-118.0768,9,3,0,2000-01,2,19,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,4/15/2001,Home,POR,1485,16642,72,94.92
232,Driving Layup Shot,Layup,352,34.0443,-118.2698,0,3,0,2000-01,5,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,4/15/2001,Home,POR,1491,16642,72,94.92
233,Turnaround Jump Shot,Jump Shot,406,33.9973,-118.1488,7,4,0,2000-01,11,12,1,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,4/15/2001,Home,POR,1494,16642,72,94.92
234,Layup Shot,Layup,88,34.0443,-118.2698,3,1,0,2000-01,17,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,4/17/2001,Home,DEN,1500,14645,70,93.21
235,Turnaround Jump Shot,Jump Shot,173,34.0463,-118.1278,8,2,0,2000-01,18,14,1,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,4/17/2001,Home,DEN,1501,14645,70,93.21
236,Jump Shot,Jump Shot,188,33.8983,-118.1848,6,2,0,2000-01,13,16,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,4/17/2001,Home,DEN,1503,14645,70,93.21
237,Reverse Layup Shot,Layup,188,34.0443,-118.2698,4,2,0,2001-02,58,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,10/30/2001,Home,POR,1519,15129,70,94.22
238,Jump Shot,Jump Shot,244,33.9153,-118.2628,10,3,0,2001-02,51,12,0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,10/30/2001,Home,POR,1524,15129,70,94.22
239,Running Jump Shot,Jump Shot,352,33.9763,-118.2968,0,3,0,2001-02,55,7,1,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,10/30/2001,Home,POR,1529,15129,70,94.22
240,Alley Oop Layup shot,Layup,442,34.0443,-118.2698,4,4,0,2001-02,29,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,10/30/2001,Home,POR,1533,15129,70,94.22
241,Slam Dunk Shot,Dunk,81,34.0443,-118.2698,3,1,0,2001-02,30,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,11/1/2001,Away,UTA,1538,14708,73,96.98
242,Jump Shot,Jump Shot,109,34.0593,-118.0898,0,1,0,2001-02,40,18,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,11/1/2001,Away,UTA,1539,14708,73,96.98
243,Layup Shot,Layup,315,34.0443,-118.2698,4,3,0,2001-02,13,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,11/1/2001,Away,UTA,1546,14708,73,96.98
244,Jump Shot,Jump Shot,491,33.8733,-118.1968,2,4,0,2001-02,10,18,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,11/1/2001,Away,UTA,1555,14708,73,96.98
245,Jump Shot,Jump Shot,116,33.9033,-118.3618,0,1,0,2001-02,31,16,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,11/2/2001,Home,PHX,1559,14094,69,98.55
246,Fadeaway Jump Shot,Jump Shot,282,34.0103,-118.2118,7,3,0,2001-02,10,6,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,11/2/2001,Home,PHX,1563,14094,69,98.55
247,Driving Layup Shot,Layup,376,34.0443,-118.2698,10,4,0,2001-02,20,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,11/2/2001,Home,PHX,1565,14094,69,98.55
248,Jump Shot,Jump Shot,107,33.8633,-118.4108,0,1,0,2001-02,17,22,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,11/4/2001,Home,UTA,1574,15857,70,96.53
249,Jump Shot,Jump Shot,520,33.8713,-118.3348,0,4,0,2001-02,29,18,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,11/4/2001,Home,UTA,1591,15857,70,96.53
250,Jump Shot,Jump Shot,70,34.0233,-118.3558,5,1,0,2001-02,32,8,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,11/9/2001,Home,MEM,1594,15962,68,97.02
251,Jump Shot,Jump Shot,393,34.0103,-118.4418,0,3,0,2001-02,33,17,0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,11/9/2001,Home,MEM,1605,15962,68,97.02
252,Jump Shot,Jump Shot,282,33.8883,-118.1788,8,3,0,2001-02,42,18,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,11/11/2001,Home,ORL,1611,15015,71,95.43
253,Jump Shot,Jump Shot,425,33.8653,-118.2838,10,4,0,2001-02,54,17,0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,11/11/2001,Home,ORL,1614,15015,71,95.43
254,Jump Shot,Jump Shot,10,34.0443,-118.0898,10,1,0,2001-02,28,18,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,11/15/2001,Away,HOU,1620,14335,69,95.96
255,Jump Shot,Jump Shot,132,34.0253,-118.4038,5,2,0,2001-02,42,13,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,11/15/2001,Away,HOU,1626,14335,69,95.96
256,Jump Shot,Jump Shot,199,33.8943,-118.1318,10,3,0,2001-02,48,20,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,11/15/2001,Away,HOU,1630,14335,69,95.96
257,Jump Shot,Jump Shot,225,33.7933,-118.2588,6,3,0,2001-02,28,25,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,11/15/2001,Away,HOU,1632,14335,69,95.96
258,Jump Shot,Jump Shot,246,33.9453,-118.2778,5,3,0,2001-02,1,9,0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,11/15/2001,Away,HOU,1634,14335,69,95.96
259,Jump Shot,Jump Shot,380,33.9073,-118.3638,2,4,0,2001-02,15,16,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,11/15/2001,Away,HOU,1643,14335,69,95.96
260,Jump Shot,Jump Shot,169,33.8813,-118.1508,5,2,0,2001-02,20,20,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,11/16/2001,Away,PHX,1651,16233,71,92.96
261,Jump Shot,Jump Shot,302,33.9193,-118.3708,3,3,0,2001-02,6,16,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,11/16/2001,Away,PHX,1655,16233,71,92.96
262,Jump Shot,Jump Shot,337,34.0103,-118.3938,11,4,0,2001-02,15,12,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,11/16/2001,Away,PHX,1658,16233,71,92.96
263,Jump Shot,Jump Shot,409,33.8963,-118.2668,4,4,0,2001-02,50,14,0,2PT Field Goal,Center(C),Mid-Range,8-16 ft.,11/16/2001,Away,PHX,1659,16233,71,92.96
264,Jump Shot,Jump Shot,98,33.8463,-118.2738,0,1,0,2001-02,30,19,0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,11/18/2001,Home,SAC,1665,15753,68,91.9
