rannum,action_type,combined_shot_type,game_event_id,game_id,lat,loc_x,loc_y,lon,minutes_remaining,period,playoffs,season,seconds_remaining,shot_distance,shot_made_flag,shot_type,shot_zone_area,shot_zone_basic,shot_zone_range,team_id,team_name,game_date,matchup,opponent,shot_id,attendance,arena_temp,avgnoisedb
674,Alley Oop Dunk Shot,Dunk,296,20000379,34.0443,0,0,-118.2698,5,3,0,2000-01,51,0,NA,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,12/22/2000,LAL @ DAL,DAL,670,15513,71,91.56
693,Turnaround Jump Shot,Jump Shot,474,20000397,33.9893,-44,55,-118.3138,1,4,0,2000-01,49,7,NA,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,12/25/2000,LAL vs. POR,POR,693,16544,71,95.52
694,Jump Shot,Jump Shot,476,20000397,33.9453,-71,99,-118.3408,1,4,0,2000-01,22,12,NA,2PT Field Goal,Left Side(L),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,12/25/2000,LAL vs. POR,POR,694,16544,71,95.52
712,Jump Shot,Jump Shot,49,20000420,33.8753,-27,169,-118.2968,4,1,0,2000-01,30,17,NA,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,12/28/2000,LAL @ PHX,PHX,699,16957,70,96.65
713,Jump Shot,Jump Shot,284,20000420,33.9473,167,97,-118.1028,6,3,0,2000-01,7,19,NA,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,12/28/2000,LAL @ PHX,PHX,711,16957,70,96.65
728,Jump Shot,Jump Shot,45,20000434,33.9833,144,61,-118.1258,5,1,0,2000-01,53,15,NA,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,12/30/2000,LAL @ LAC,LAC,718,12695,71,95.41
729,Jump Shot,Jump Shot,109,20000434,34.0443,153,0,-118.1168,10,2,0,2000-01,30,15,NA,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,12/30/2000,LAL @ LAC,LAC,722,12695,71,95.41
730,Jump Shot,Jump Shot,126,20000434,33.8563,-191,188,-118.4608,8,2,0,2000-01,55,26,NA,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,12/30/2000,LAL @ LAC,LAC,723,12695,71,95.41
731,Turnaround Jump Shot,Jump Shot,156,20000434,33.9623,16,82,-118.2538,5,2,0,2000-01,33,8,NA,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,12/30/2000,LAL @ LAC,LAC,725,12695,71,95.41
751,Jump Shot,Jump Shot,41,20000456,33.9833,153,61,-118.1168,7,1,0,2000-01,5,16,NA,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,1/3/2001,LAL vs. UTA,UTA,734,13759,72,91.05
752,Layup Shot,Layup,53,20000456,34.0443,0,0,-118.2698,6,1,0,2000-01,1,0,NA,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,1/3/2001,LAL vs. UTA,UTA,735,13759,72,91.05
753,Running Jump Shot,Jump Shot,95,20000456,34.0043,-44,40,-118.3138,0,1,0,2000-01,53,5,NA,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,1/3/2001,LAL vs. UTA,UTA,737,13759,72,91.05
754,Jump Shot,Jump Shot,235,20000456,34.0273,159,17,-118.1108,9,3,0,2000-01,46,15,NA,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,1/3/2001,LAL vs. UTA,UTA,746,13759,72,91.05
755,Turnaround Jump Shot,Jump Shot,269,20000456,33.9453,159,99,-118.1108,5,3,0,2000-01,27,18,NA,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,1/3/2001,LAL vs. UTA,UTA,747,13759,72,91.05
775,Jump Shot,Jump Shot,180,20000484,33.7743,11,270,-118.2588,5,2,0,2000-01,49,27,NA,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,1/7/2001,LAL vs. LAC,LAC,766,14654,73,94.14
776,Jump Shot,Jump Shot,182,20000484,34.0313,-176,13,-118.4458,5,2,0,2000-01,37,17,NA,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,1/7/2001,LAL vs. LAC,LAC,767,14654,73,94.14
777,Jump Shot,Jump Shot,241,20000484,34.0313,-136,13,-118.4058,0,2,0,2000-01,25,13,NA,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,1/7/2001,LAL vs. LAC,LAC,771,14654,73,94.14
778,Jump Shot,Jump Shot,251,20000484,34.0313,-71,13,-118.3408,11,3,0,2000-01,20,7,NA,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,1/7/2001,LAL vs. LAC,LAC,773,14654,73,94.14
779,Jump Shot,Jump Shot,272,20000484,33.8693,-1,175,-118.2708,8,3,0,2000-01,45,17,NA,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,1/7/2001,LAL vs. LAC,LAC,774,14654,73,94.14
800,Jump Shot,Jump Shot,120,20000519,33.9723,-10,72,-118.2798,10,2,0,2000-01,12,7,NA,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,1/12/2001,LAL vs. CLE,CLE,783,14111,71,94.56
801,Jump Shot,Jump Shot,174,20000519,33.8463,-149,198,-118.4188,4,2,0,2000-01,29,24,NA,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,1/12/2001,LAL vs. CLE,CLE,784,14111,71,94.56
802,Jump Shot,Jump Shot,244,20000519,34.0163,-164,28,-118.4338,8,3,0,2000-01,31,16,NA,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,1/12/2001,LAL vs. CLE,CLE,789,14111,71,94.56
803,Jump Shot,Jump Shot,305,20000519,33.8733,186,171,-118.0838,2,3,0,2000-01,22,25,NA,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,1/12/2001,LAL vs. CLE,CLE,792,14111,71,94.56
804,Jump Shot,Jump Shot,470,20000519,33.8693,-164,175,-118.4338,0,4,0,2000-01,59,23,NA,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,1/12/2001,LAL vs. CLE,CLE,804,14111,71,94.56
822,Jump Shot,Jump Shot,144,20000529,34.0593,176,-15,-118.0938,7,2,0,2000-01,10,17,NA,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,1/13/2001,LAL @ UTA,UTA,809,13957,70,96.41
823,Jump Shot,Jump Shot,195,20000529,34.0763,-187,-32,-118.4568,0,2,0,2000-01,45,18,NA,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,1/13/2001,LAL @ UTA,UTA,812,13957,70,96.41
824,Jump Shot,Jump Shot,198,20000529,33.9033,197,141,-118.0728,0,2,0,2000-01,21,24,NA,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,1/13/2001,LAL @ UTA,UTA,813,13957,70,96.41
825,Jump Shot,Jump Shot,247,20000529,34.0443,70,0,-118.1998,8,3,0,2000-01,59,7,NA,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,1/13/2001,LAL @ UTA,UTA,817,13957,70,96.41
826,Jump Shot,Jump Shot,307,20000529,34.0313,161,13,-118.1088,3,3,0,2000-01,53,16,NA,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,1/13/2001,LAL @ UTA,UTA,820,13957,70,96.41
827,Jump Shot,Jump Shot,442,20000529,33.9033,-157,141,-118.4268,3,4,0,2000-01,1,21,NA,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,1/13/2001,LAL @ UTA,UTA,825,13957,70,96.41
828,Jump Shot,Jump Shot,457,20000529,33.8963,144,148,-118.1258,2,4,0,2000-01,23,20,NA,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,1/13/2001,LAL @ UTA,UTA,826,13957,70,96.41
852,Jump Shot,Jump Shot,6,20000545,33.9623,231,82,-118.0388,10,1,0,2000-01,55,24,NA,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,1610612747,Los Angeles Lakers,1/15/2001,LAL vs. VAN,VAN,829,15235,68,95.65
871,Jump Shot,Jump Shot,50,20000571,33.9073,207,137,-118.0628,5,1,0,2000-01,15,24,NA,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,1/19/2001,LAL vs. HOU,HOU,855,15279,67,96.47
872,Driving Layup Shot,Layup,84,20000571,34.0443,0,0,-118.2698,1,1,0,2000-01,30,0,NA,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,1/19/2001,LAL vs. HOU,HOU,859,15279,67,96.47
873,Jump Shot,Jump Shot,136,20000571,33.8633,180,181,-118.0898,8,2,0,2000-01,0,25,NA,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,1/19/2001,LAL vs. HOU,HOU,862,15279,67,96.47
874,Jump Shot,Jump Shot,291,20000571,33.8523,-164,192,-118.4338,5,3,0,2000-01,55,25,NA,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,1/19/2001,LAL vs. HOU,HOU,870,15279,67,96.47
896,Jump Shot,Jump Shot,18,20000583,33.9933,153,51,-118.1168,8,1,0,2000-01,54,16,NA,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,1/21/2001,LAL vs. MIA,MIA,876,14745,67,95.91
897,Jump Shot,Jump Shot,73,20000583,33.9283,-164,116,-118.4338,0,1,0,2000-01,34,20,NA,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,1/21/2001,LAL vs. MIA,MIA,880,14745,67,95.91
898,Slam Dunk Shot,Dunk,164,20000583,34.0443,0,0,-118.2698,3,2,0,2000-01,47,0,NA,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,1/21/2001,LAL vs. MIA,MIA,886,14745,67,95.91
899,Running Jump Shot,Jump Shot,249,20000583,33.8793,-107,165,-118.3768,9,3,0,2000-01,57,19,NA,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,1/21/2001,LAL vs. MIA,MIA,889,14745,67,95.91
900,Layup Shot,Layup,276,20000583,34.0443,0,0,-118.2698,7,3,0,2000-01,45,0,NA,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,1/21/2001,LAL vs. MIA,MIA,891,14745,67,95.91
901,Slam Dunk Shot,Dunk,393,20000583,34.0443,0,0,-118.2698,8,4,0,2000-01,38,0,NA,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,1/21/2001,LAL vs. MIA,MIA,897,14745,67,95.91
916,Jump Shot,Jump Shot,4,20000599,33.8013,-75,243,-118.3448,11,1,0,2000-01,29,25,NA,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,1/23/2001,LAL @ SEA,SEA,902,15263,72,96.72
917,Jump Shot,Jump Shot,16,20000599,33.9813,-4,63,-118.2738,9,1,0,2000-01,19,6,NA,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,1/23/2001,LAL @ SEA,SEA,903,15263,72,96.72
918,Jump Shot,Jump Shot,108,20000599,33.7993,85,245,-118.1848,0,1,0,2000-01,16,25,NA,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,1/23/2001,LAL @ SEA,SEA,908,15263,72,96.72
919,Jump Shot,Jump Shot,118,20000599,33.8713,-69,173,-118.3388,11,2,0,2000-01,1,18,NA,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,1/23/2001,LAL @ SEA,SEA,909,15263,72,96.72
920,Jump Shot,Jump Shot,459,20000599,33.7933,1,251,-118.2688,4,4,0,2000-01,9,25,NA,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,1/23/2001,LAL @ SEA,SEA,920,15263,72,96.72
936,Jump Shot,Jump Shot,53,20000616,33.9173,138,127,-118.1318,5,1,0,2000-01,24,18,NA,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,1/26/2001,LAL vs. NJN,NJN,922,15658,73,93.29
937,Turnaround Jump Shot,Jump Shot,66,20000616,34.0043,159,40,-118.1108,3,1,0,2000-01,54,16,NA,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,1/26/2001,LAL vs. NJN,NJN,924,15658,73,93.29
938,Jump Shot,Jump Shot,201,20000616,33.7973,-37,247,-118.3068,2,2,0,2000-01,26,24,NA,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,1/26/2001,LAL vs. NJN,NJN,932,15658,73,93.29
939,Jump Shot,Jump Shot,249,20000616,33.7913,81,253,-118.1888,10,3,0,2000-01,37,26,NA,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,1/26/2001,LAL vs. NJN,NJN,934,15658,73,93.29
940,Jump Shot,Jump Shot,389,20000616,33.8253,138,219,-118.1318,7,4,0,2000-01,1,25,NA,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,1/26/2001,LAL vs. NJN,NJN,937,15658,73,93.29
962,Jump Shot,Jump Shot,6,20000629,33.9893,127,55,-118.1428,11,1,0,2000-01,23,13,NA,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,1/28/2001,LAL @ NYK,NYK,941,14695,70,89.7
963,Jump Shot,Jump Shot,33,20000629,34.0163,157,28,-118.1128,6,1,0,2000-01,4,15,NA,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,1/28/2001,LAL @ NYK,NYK,943,14695,70,89.7
964,Jump Shot,Jump Shot,165,20000629,33.9113,-132,133,-118.4018,3,2,0,2000-01,50,18,NA,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,1/28/2001,LAL @ NYK,NYK,950,14695,70,89.7
965,Jump Shot,Jump Shot,212,20000629,33.9723,163,72,-118.1068,11,3,0,2000-01,44,17,NA,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,1/28/2001,LAL @ NYK,NYK,952,14695,70,89.7
966,Alley Oop Dunk Shot,Dunk,219,20000629,34.0443,0,0,-118.2698,10,3,0,2000-01,30,0,NA,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,1/28/2001,LAL @ NYK,NYK,954,14695,70,89.7
967,Jump Shot,Jump Shot,413,20000629,33.9553,-168,89,-118.4378,2,4,0,2000-01,38,19,NA,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,1/28/2001,LAL @ NYK,NYK,963,14695,70,89.7
988,Jump Shot,Jump Shot,110,20000641,34.0523,167,-8,-118.1028,1,1,0,2000-01,34,16,NA,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,1/30/2001,LAL @ CLE,CLE,975,16184,69,97.82
989,Jump Shot,Jump Shot,222,20000641,33.8563,-56,188,-118.3258,3,2,0,2000-01,57,19,NA,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,1/30/2001,LAL @ CLE,CLE,979,16184,69,97.82
990,Jump Shot,Jump Shot,259,20000641,33.9173,64,127,-118.2058,1,2,0,2000-01,20,14,NA,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,1/30/2001,LAL @ CLE,CLE,981,16184,69,97.82
991,Jump Shot,Jump Shot,270,20000641,34.0443,231,0,-118.0388,0,2,0,2000-01,0,23,NA,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,1610612747,Los Angeles Lakers,1/30/2001,LAL @ CLE,CLE,983,16184,69,97.82
992,Layup Shot,Layup,285,20000641,34.0443,7,0,-118.2628,10,3,0,2000-01,49,0,NA,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,1/30/2001,LAL @ CLE,CLE,985,16184,69,97.82
993,Layup Shot,Layup,417,20000641,34.0373,7,7,-118.2628,8,4,0,2000-01,36,0,NA,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,1/30/2001,LAL @ CLE,CLE,989,16184,69,97.82
1008,Jump Shot,Jump Shot,39,20000651,33.8673,89,177,-118.1808,6,1,0,2000-01,22,19,NA,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,1/31/2001,LAL @ MIN,MIN,995,14032,70,95.37
1009,Layup Shot,Layup,92,20000651,34.0443,0,0,-118.2698,1,1,0,2000-01,29,0,NA,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,1/31/2001,LAL @ MIN,MIN,998,14032,70,95.37
1010,Jump Shot,Jump Shot,368,20000651,34.0103,39,34,-118.2308,8,4,0,2000-01,24,5,NA,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,1/31/2001,LAL @ MIN,MIN,1008,14032,70,95.37
1033,Running Layup Shot,Layup,93,20000666,34.0443,0,0,-118.2698,0,1,0,2000-01,21,0,NA,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2/2/2001,LAL vs. CHH,CHA,1019,14349,70,92.27
1034,Jump Shot,Jump Shot,191,20000666,33.9003,172,144,-118.0978,2,2,0,2000-01,41,22,NA,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2/2/2001,LAL vs. CHH,CHA,1023,14349,70,92.27
1035,Jump Shot,Jump Shot,223,20000666,33.9383,153,106,-118.1168,0,2,0,2000-01,33,18,NA,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2/2/2001,LAL vs. CHH,CHA,1026,14349,70,92.27
1036,Turnaround Jump Shot,Jump Shot,273,20000666,34.0313,144,13,-118.1258,7,3,0,2000-01,33,14,NA,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2/2/2001,LAL vs. CHH,CHA,1029,14349,70,92.27
1037,Running Jump Shot,Jump Shot,346,20000666,33.9243,117,120,-118.1528,0,3,0,2000-01,24,16,NA,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2/2/2001,LAL vs. CHH,CHA,1034,14349,70,92.27
1038,Turnaround Jump Shot,Jump Shot,409,20000666,34.0103,-44,34,-118.3138,5,4,0,2000-01,16,5,NA,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,2/2/2001,LAL vs. CHH,CHA,1036,14349,70,92.27
1039,Jump Shot,Jump Shot,426,20000666,33.9343,-143,110,-118.4128,2,4,0,2000-01,27,18,NA,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2/2/2001,LAL vs. CHH,CHA,1038,14349,70,92.27
1040,Turnaround Jump Shot,Jump Shot,432,20000666,33.9933,165,51,-118.1048,1,4,0,2000-01,27,17,NA,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2/2/2001,LAL vs. CHH,CHA,1039,14349,70,92.27
1064,Tip Shot,Tip Shot,183,20000682,34.0443,0,0,-118.2698,4,2,0,2000-01,13,0,NA,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2/4/2001,LAL vs. SAC,SAC,1051,14200,68,93.2
1065,Jump Shot,Jump Shot,188,20000682,34.0593,-126,-15,-118.3958,3,2,0,2000-01,40,12,NA,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2/4/2001,LAL vs. SAC,SAC,1052,14200,68,93.2
1066,Jump Shot,Jump Shot,439,20000682,33.9363,94,108,-118.1758,3,4,0,2000-01,30,14,NA,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2/4/2001,LAL vs. SAC,SAC,1066,14200,68,93.2
1091,Jump Shot,Jump Shot,444,20000702,33.9833,-18,61,-118.2878,2,4,0,2000-01,8,6,NA,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,2/7/2001,LAL vs. PHX,PHX,1087,13302,68,92.32
1092,Jump Shot,Jump Shot,479,20000702,33.9193,115,125,-118.1548,0,4,0,2000-01,2,16,NA,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2/7/2001,LAL vs. PHX,PHX,1092,13302,68,92.32
1114,Running Jump Shot,Jump Shot,15,20000710,33.8673,-12,177,-118.2818,9,1,0,2000-01,33,17,NA,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2/13/2001,LAL @ NJN,NJN,1094,14861,70,94.95
1115,Jump Shot,Jump Shot,120,20000710,33.8773,94,167,-118.1758,10,2,0,2000-01,25,19,NA,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2/13/2001,LAL @ NJN,NJN,1098,14861,70,94.95
1116,Jump Shot,Jump Shot,187,20000710,33.7873,1,257,-118.2688,3,2,0,2000-01,21,25,NA,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2/13/2001,LAL @ NJN,NJN,1099,14861,70,94.95
1117,Jump Shot,Jump Shot,268,20000710,33.8543,180,190,-118.0898,8,3,0,2000-01,11,26,NA,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2/13/2001,LAL @ NJN,NJN,1102,14861,70,94.95
1130,Jump Shot,Jump Shot,45,20000723,34.0293,191,15,-118.0788,6,1,0,2000-01,52,19,NA,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2/14/2001,LAL @ PHI,PHI,1118,14293,72,92.28
1142,Jump Shot,Jump Shot,16,20000739,34.0083,64,36,-118.2058,9,1,0,2000-01,55,7,NA,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,2/16/2001,LAL @ CHH,CHA,1131,14468,72,93.95
1143,Driving Layup Shot,Layup,61,20000739,34.0443,0,0,-118.2698,5,1,0,2000-01,26,0,NA,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2/16/2001,LAL @ CHH,CHA,1133,14468,72,93.95
1144,Alley Oop Dunk Shot,Dunk,120,20000739,34.0443,0,0,-118.2698,0,1,0,2000-01,46,0,NA,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2/16/2001,LAL @ CHH,CHA,1135,14468,72,93.95
1145,Layup Shot,Layup,247,20000739,34.0443,0,0,-118.2698,2,2,0,2000-01,14,0,NA,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2/16/2001,LAL @ CHH,CHA,1138,14468,72,93.95
1146,Dunk Shot,Dunk,254,20000739,34.0443,0,0,-118.2698,1,2,0,2000-01,46,0,NA,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2/16/2001,LAL @ CHH,CHA,1139,14468,72,93.95
1147,Jump Shot,Jump Shot,355,20000739,33.8923,201,152,-118.0688,5,3,0,2000-01,55,25,NA,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2/16/2001,LAL @ CHH,CHA,1142,14468,72,93.95
1169,Layup Shot,Layup,88,20000753,34.0293,-27,15,-118.2968,2,1,0,2000-01,1,3,NA,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2/18/2001,LAL @ IND,IND,1151,16119,71,98.46
1170,Jump Shot,Jump Shot,121,20000753,33.9153,-147,129,-118.4168,11,2,0,2000-01,18,19,NA,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2/18/2001,LAL @ IND,IND,1152,16119,71,98.46
1171,Driving Layup Shot,Layup,238,20000753,34.0103,-12,34,-118.2818,0,2,0,2000-01,44,3,NA,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2/18/2001,LAL @ IND,IND,1155,16119,71,98.46
1172,Jump Shot,Jump Shot,354,20000753,33.8463,-42,198,-118.3118,0,3,0,2000-01,33,20,NA,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2/18/2001,LAL @ IND,IND,1165,16119,71,98.46
1173,Driving Dunk Shot,Dunk,378,20000753,34.0233,1,21,-118.2688,11,4,0,2000-01,6,2,NA,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2/18/2001,LAL @ IND,IND,1167,16119,71,98.46
1174,Layup Shot,Layup,446,20000753,34.0163,-4,28,-118.2738,3,4,0,2000-01,44,2,NA,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2/18/2001,LAL @ IND,IND,1172,16119,71,98.46
1175,Running Jump Shot,Jump Shot,474,20000753,34.0103,-4,34,-118.2738,0,4,0,2000-01,36,3,NA,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2/18/2001,LAL @ IND,IND,1174,16119,71,98.46
1191,Layup Shot,Layup,164,20000767,34.0443,0,0,-118.2698,5,2,0,2000-01,20,0,NA,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2/20/2001,LAL @ DAL,DAL,1180,14172,69,93.89
1218,Jump Shot,Jump Shot,170,20000828,33.9263,167,118,-118.1028,4,2,0,2000-01,4,20,NA,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2/28/2001,LAL @ DEN,DEN,1200,14733,72,96.57
1219,Jump Shot,Jump Shot,196,20000828,33.9593,167,85,-118.1028,1,2,0,2000-01,38,18,NA,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2/28/2001,LAL @ DEN,DEN,1202,14733,72,96.57
